Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,ISSN,Favorites,Rating,Physical Location,Status,Status Incompleted Reason,Status Hidden,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Not Owned Reason,Quantity,Condition,Recommended By,Date Added,User Supplied ID,User Supplied Descriptor,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Previously Owned,Up Next,Position,Uploaded Image URL,Activities
Attack on Titan: No Regrets 1,,no regrets,,,"Hajime Isayama,Gun Snark","Isayama, Hajime",,,,,,Kodansha Comics,New York,2014/06/24,2014,,,,Comics & Graphic Novels,"THE THIEF AND THE SOLDIERThe young Erwin Smith is a rising star in the Survey Corps, humanity’s only hope of defeating the man-eating monsters known as Titans. Ruthless and dispassionate, Erwin’s mind is devoted to strategies and intrigue. But beneath Erwin’s feet is another world, the Underground, where humans are born and die surrounded by the garbage the Capital throws away. Here, the criminal Levi survives on his wits and agility. But when these two ambitious men cross paths, who will prove himself stronger?The long-awaited origin story of Levi and Erwin, two of Attack on Titan’s most beloved characters!The megahit Attack on Titan anime finally returns, streaming on April 1!",,,,,,,,,,,192,,,,,,English,,741.5952,,,,9781612629414,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 15:57:40.099519968,,,,,,,,IRZuzwEACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/8750214-L.jpg,
Babel,,Or the Necessity of Violence: An Arcane History of the Oxford Translators' Revolution,,,R. F. Kuang,"Kuang, R. F.",,,,,,HarperCollins Publishers,,2023/08/29,2023,,,,Fiction,"Instant #1 New York Times Bestseller from the author of The Poppy War  ""Absolutely phenomenal. One of the most brilliant, razor-sharp books I've had the pleasure of reading that isn't just an alternative fantastical history, but an interrogative one; one that grabs colonial history and the Industrial Revolution, turns it over, and shakes it out."" -- Shannon Chakraborty, bestselling author of The City of Brass From award-winning author R. F. Kuang comes Babel, a thematic response to The Secret History and a tonal retort to Jonathan Strange & Mr. Norrell that grapples with student revolutions, colonial resistance, and the use of language and translation as the dominating tool of the British empire. Traduttore, traditore: An act of translation is always an act of betrayal. 1828. Robin Swift, orphaned by cholera in Canton, is brought to London by the mysterious Professor Lovell. There, he trains for years in Latin, Ancient Greek, and Chinese, all in preparation for the day he'll enroll in Oxford University's prestigious Royal Institute of Translation--also known as Babel. Babel is the world's center for translation and, more importantly, magic. Silver working--the art of manifesting the meaning lost in translation using enchanted silver bars--has made the British unparalleled in power, as its knowledge serves the Empire's quest for colonization. For Robin, Oxford is a utopia dedicated to the pursuit of knowledge. But knowledge obeys power, and as a Chinese boy raised in Britain, Robin realizes serving Babel means betraying his motherland. As his studies progress, Robin finds himself caught between Babel and the shadowy Hermes Society, an organization dedicated to stopping imperial expansion. When Britain pursues an unjust war with China over silver and opium, Robin must decide... Can powerful institutions be changed from within, or does revolution always require violence?",,,,,,,,,,,560,,,5.31 x 1.26 x 7.99 in,,,English,,,,,,9780063021433,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/03/14 10:47:18.941689014,,,,,,,,cb66zwEACAAJ,,0,0,0,,,
Beowulf,,A New Verse Translation,,,Seamus Heaney,"Heaney, Seamus",,,,,,W. W. Norton & Company,,,2001,,,,Poetry,"Composed toward the end of the first millennium of our era, Beowulf is the elegiac narrative of the adventures of Beowulf, a Scandinavian hero who saves the Danes from the seemingly invincible monster Grendel and, later, from Grendel's mother. He then returns to his own country and dies in old age in a vivid fight against a dragon. The poem is about encountering the monstrous, defeating it, and then having to live on in the exhausted aftermath. In the contours of this story, at once remote and uncannily familiar at the end of the twentieth century, Seamus Heaney finds a resonance that summons power to the poetry from deep beneath its surface. Drawn to what he has called the ""four-squareness of the utterance"" in Beowulf and its immense emotional credibility, Heaney gives these epic qualities new and convincing reality for the contemporary reader.--Book jacket.",,,,,,,,,,,213,,,,,,English,,,,,,9780393320978,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/03/14 09:32:46.755980014,,,,,,,,m-7crEM3A0AC,,0,0,0,,,
Blood of Elves,,,,,Andrzej Sapkowski,"Sapkowski, Andrzej",,,,,,Orbit,"New York, NY",2009/05/01,2009,,,,Fiction,"Soon to be a major Netflix original series!The Witcher, Geralt of Rivia, becomes the guardian of Ciri, surviving heiress of a bloody revolution and prophesied savior of the world, in the first novel of the New York Times bestselling series that inspired the Netflix series and the blockbuster video games.For over a century, humans, dwarves, gnomes, and elves have lived together in relative peace. But times have changed, the uneasy peace is over, and now the races are fighting once again. The only good elf, it seems, is a dead elf.Geralt of Rivia, the cunning assassin known as the Witcher, has been waiting for the birth of a prophesied child. This child has the power to change the world -- for good, or for evil.As the threat of war hangs over the land and the child is hunted for her extraordinary powers, it will become Geralt's responsibility to protect them all. And the Witcher never accepts defeat.Witcher novelsBlood of ElvesThe Time of ContemptBaptism of FireThe Tower of SwallowsLady of the LakeSeason of StormsWitcher collectionsThe Last WishSword of DestinyThe Malady and Other Stories: An Andrzej Sapkowski Sampler (e-only)Translated from original Polish by Danusia Stok.",,,,,,,,,,,416,,,4.21 x 1.18 x 7.09 in,,9.99 $,English,,891.8/538,,,,9780316029193,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 16:28:17.275990009,,,,,,,,MAThlwEACAAJ,,0,0,0,,,
Blood Over Bright Haven,,A Novel,,,M. L. Wang,"Wang, M. L.",,,,,,Random House Worlds,New York,2024/10/29,2024,,,,Fiction,"NEW YORK TIMES BESTSELLER • The first woman ever admitted to a prestigious order of mages unravels a secret conspiracy that could change the practice of magic forever in this “provocative stand-alone novel [that] deftly incorporates elements of science and philosophy into dark academia” (The Washington Post), from the author of The Sword of Kaigen.“Bears comparison to groundbreaking works by Ursula K Le Guin . . . the best fantasy novel of the year”—The GuardianFeatures gold and red foil on the jacket, a full-color endpaper map, and an interior illustration of an in-world magical item!AN ELLE BEST BOOK OF THE YEARFor twenty years, Sciona has devoted every waking moment to the study of magic, fueled by a mad desire to achieve the impossible: to be the first woman ever admitted to the High Magistry at the University of Magics and Industry.When Sciona finally passes the qualifying exam and becomes a highmage, she finds her challenges have just begun. Her new colleagues are determined to make her feel unwelcome—and, instead of a qualified lab assistant, they give her a janitor.What neither Sciona nor her peers realize is that her taciturn assistant was not always a janitor. Ten years ago, he was a nomadic hunter who lost his family on their perilous journey from the wild plains to the city. But now he sees the opportunity to understand the forces that decimated his tribe, drove him from his homeland, and keep the privileged in power.At first, mage and outsider have a fractious relationship. But working together, they uncover an ancient secret that could change the course of magic forever—if it doesn’t get them killed first.",,,,,,,,,,,448,,,6.57 x 1.42 x 9.25 in,,,English,,813/.6,,,,9780593873359,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/03/14 10:47:18.944017052,,,,,,,,qrz-EAAAQBAJ,,0,0,0,,,
Brave New World,,,,,Aldous Huxley,"Huxley, Aldous",,,,,,Harper Collins,New York,1998/09/01,1998,,,,Fiction,"A fantasy of the future that sheds a blazing critical light on the present--considered to be Aldous Huxley' s most enduring masterpiece. ""Mr. Huxley is eloquent in his declaration of an artist' s faith in man, and it is his eloquence, bitter in attack, noble in defense, that, when one has closed the book, one remembers.""--""Saturday Review of Literature"" ""A Fantastic racy narrative, full of much excellent satire and literary horseplay.""--""Forum""  ""It is as sparkling, provocative, as brilliant, in the appropriate sense, as impressive ads the day it was published. This is in part because its prophetic voice has remained surprisingly contemporary, both in its particular forecasts and in its general tone of semiserious alarm. But it is much more because the book succeeds as a work of art...This is surely Huxley' s best book.""--Martin Green",,,,,,,,,,,268,,,5.31 x 0.71 x 8.27 in,,,English,,823/.912,,,,9780060929879,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/03/14 12:28:49.059746980,,,,,,,,5H46PcnDCYMC,,0,0,0,,,
Breaking Dawn,,,,,Stephenie Meyer,"Meyer, Stephenie",,,,,,"Little, Brown Books for Young Readers",,2010/08/03,2010,,,,Juvenile Fiction,"When you loved the one who was killing you, it left you no options. How could you run, how could you fight, when doing so would hurt that beloved one? If your life was all you had to give, how could you not give it? If it was someone you truly loved? To be irrevocably in love with a vampire is both fantasy and nightmare woven into a dangerously heightened reality for Bella Swan. Pulled in one direction by her intense passion for Edward Cullen, and in another by her profound connection to werewolf Jacob Black, a tumultuous year of temptation, loss, and strife have led her to the ultimate turning point. Her imminent choice to either join the dark but seductive world of immortals or to pursue a fully human life has become the thread from which the fates of two tribes hangs.Now that Bella has made her decision, a startling chain of unprecedented events is about to unfold with potentially devastating, and unfathomable, consequences. Just when the frayed strands of Bella's life-first discovered in Twilight, then scattered and torn in New Moon and Eclipse-seem ready to heal and knit together, could they be destroyed... forever?The astonishing, breathlessly anticipated conclusion to the Twilight Saga, Breaking Dawn illuminates the secrets and mysteries of this spellbinding romantic epic that has entranced millions.",,,,,,,,,,,768,,,5.51 x 2.01 x 8.27 in,,,English,,,,,,9780316067935,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/06/06 17:02:22.962918996,,,,,,,,tZbQnQEACAAJ,,0,0,0,,,
Brisingr,,Book III,,,Christopher Paolini,"Paolini, Christopher",,,,,,Random House Children's Books,New York,2010/04/13,2010,,,,Young Adult Fiction,"Don’t miss the eagerly anticipated epic new fantasy from Christopher Paolini—Murtagh!The Empire is at war and the stakes have never been higher in Book Three of the Inheritance Cycle, perfect for fans of Lord of the Rings! This New York Times bestselling series has sold over 40 million copies and is an international fantasy sensation. ""Christopher Paolini is a true rarity."" —The Washington PostOaths sworn . . . loyalties tested . . . forces collide... Eragon is the greatest hope to rid the land of tyranny. Can this once simple farm boy unite the rebel forces and defeat the king? Following the colossal battle against the Empire's warriors, Eragon and his dragon, Saphira, have narrowly escaped with their lives. Still, there is more adventure at hand for the Rider and his dragon, as Eragon finds himself bound by a tangle of promises he may not be able to keep.When unrest claims the rebels and danger strikes from every corner, Eragon must make choices-choices that will take him across the Empire and beyond, choices that may lead to unimagined sacrifice.This updated edition of Brisingr includes:· A sneak peek of Murtagh· One section of a brand-new Alagaësia map by Christopher, with a unique code that will unlock a different piece of exclusive digital content. Collect all 4 books in the Inheritance Cycle to see the full map and unlock all bonus content!· A redesigned cover using the iconic original art",,,,,,,,,,,816,,,5.51 x 1.61 x 8.27 in,,10.99 $,English,,[Fic],,,,9780375826740,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/05/22 17:42:21.249274015,,,,,,,,EZqODQAAQBAJ,,0,0,0,,,
Cannery Row,,,,,John Steinbeck,"Steinbeck, John",,,,,,Penguin,"New York, N.Y., U.S.A",1994/02/01,1994,,,,Fiction,"Steinbeck’s tough yet charming portrait of people on the margins of society, dependant on one another for both physical and emotional survivalA Penguin Classic Published in 1945, Cannery Row focuses on the acceptance of life as it is: both the exuberance of community and the loneliness of the individual. Drawing on his memories of the real inhabitants of Monterey, California, including longtime friend Ed Ricketts, Steinbeck interweaves the stories of Doc, Dora, Mack and his boys, Lee Chong, and the other characters in this world where only the fittest survive, to create a novel that is at once one of his most humorous and poignant works. In her introduction, Susan Shillinglaw shows how the novel expresses, both in style and theme, much that is essentially Steinbeck: “Scientific detachment, empathy toward the lonely and depressed . . . and, at the darkest level . . . the terror of isolation and nothingness.”For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,800 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",,,,,,,,,,,224,,,5.00 x 0.55 x 7.87 in,,,English,,813/.52,,,,9780140187373,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/06/06 17:02:22.932165026,,,,,,,,gINPEAAAQBAJ,,0,0,0,,,
Catching Fire,,The Second Book of the Hunger Games,,,Suzanne Collins,"Collins, Suzanne",,,,,,Thorndike Press,New York,,2009,,,,Action/Adventure,"By winning the annual Hunger Games, District 12 tributes Katniss Everdeen and Peeta Mellark have secured a life of safety and plenty for themselves and their families, but because they won by defying the rules, they unwittingly become the faces of an impending rebellion.",,,,,,,,,,,499,,,,,,English,,PZ7.C6837Cat 2009,,,,9780439023498,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/03/14 11:24:30.169597983,,,,,,,,fsC7uQEACAAJ,,0,0,0,,,
Chain Gang All Stars: A Read with Jenna Pick,,A Novel,,,Nana Kwame Adjei-Brenyah,"Adjei-Brenyah, Nana Kwame",,,,,,Knopf Doubleday Publishing Group,,2024/01/23,2024,,,,Fiction,"A NEW YORK TIMES TOP TEN BOOK OF THE YEAR • FINALIST FOR THE NATIONAL BOOK AWARD IN FICTION • A READ WITH JENNA BOOK CLUB PICK • NATIONAL BESTSELLER • Two top women gladiators fight for their freedom within a depraved private prison system not so far-removed from America’s own in this explosive, hotly-anticipated debut novel from the New York Times bestselling author of Friday Black • LONGLISTED FOR THE ANDREW CARNEGIE MEDAL FOR EXCELLENCE“This book is so good. Brutal subject matter, beautiful writing. This one is from the heart.” —Stephen KingA Best Book of the Year: The New York Times, The Washington Post, NPR, Elle, Esquire, Chicago Tribune, Lit Hub, Kirkus Reviews“Like Orwell’s 1984 and Atwood’s The Handmaid’s Tale, Adjei-Brenyah’s book presents a dystopian vision so…illuminating that it should permanently shift our understanding of who we are and what we’re capable of doing.” —The Washington PostShe felt their eyes, all those executioners…Loretta Thurwar and Hamara “Hurricane Staxxx” Stacker are the stars of the Chain-Gang All-Stars, the cornerstone of CAPE, or Criminal Action Penal Entertainment, a highly popular, highly controversial profit-raising program in America’s increasingly dominant private prison industry. It’s the return of the gladiators, and prisoners are com­peting for the ultimate prize: their freedom.    In CAPE, prisoners travel as Links in Chain-Gangs, competing in death matches before packed arenas with righteous protestors at the gates. Thur­war and Staxxx, both teammates and lovers, are the fan favorites. And if all goes well, Thurwar will be free in just a few matches, a fact she carries as heavily as her lethal hammer. As she prepares to leave her fellow Links, Thurwar considers how she might help preserve their humanity, in defiance of these so-called games. But CAPE’s corporate own­ers will stop at nothing to protect their status quo, and the obstacles they lay in Thurwar’s path have devastating consequences.    Moving from the Links in the field to the protestors, to the CAPE employees and beyond, Chain-Gang All-Stars is a kaleidoscopic, excoriating look at the American prison system’s unholy alli­ance of systemic racism, unchecked capitalism, and mass incarceration, and a clear-eyed reckoning with what freedom in this country really means from a “new and necessary American voice” (Tommy Orange, The New York Times Book Review).",,,,,,,,,,,432,,,5.20 x 0.87 x 8.27 in,,,English,,,,,,9780593469316,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/06/28 19:12:38.607195973,,,,,,,,J07kEAAAQBAJ,,0,0,0,,,
China Rich Girlfriend,,,,,Kevin Kwan,"Kwan, Kevin",,,,,,National Geographic Books,,2016/05/31,2016,,,,Fiction,"From the bestselling author of Crazy Rich Asians (the basis for the acclaimed major motion picture) comes a deliciously fun story of family, fortune, and fame in Mainland China. Book Two of the Crazy Rich Asians TrilogyIt’s the eve of Rachel Chu’s wedding, and she should be over the moon. She has a flawless Asscher-cut diamond, a wedding dress she loves, and a fiancé willing to thwart his meddling relatives and give up one of the biggest fortunes in Asia in order to marry her. Still, Rachel mourns the fact that her birthfather, a man she never knew, won’t be there to walk her down the aisle.  Then a chance accident reveals his identity. Suddenly, Rachel is drawn into a dizzying world of Shanghai splendor, a world where people attend church in a penthouse, where exotic cars race down the boulevard, and where people aren’t just crazy rich … they’re China rich.Look for Kevin Kwan’s latest novel, Sex & Vanity!",,,,,,,,,,,496,,,5.16 x 1.02 x 8.27 in,,,English,,,,,,9780804172066,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/05/14 20:14:44.532163977,,,,,,,,eRGPEAAAQBAJ,,0,0,0,,,
Cinder,,Book One of the Lunar Chronicles,,,Marissa Meyer,"Meyer, Marissa",,,,,,Macmillan,,2013/01/08,2013,,,,Juvenile Fiction,"The first book in the #1 New York Times- and USA Today-Bestselling Lunar Chronicles series by Marissa Meyer! See where the futuristic YA fairytale saga all began, with the tale of a teenage cyborg who must fight for Earth's survival against villains from outer space. ""An interesting mash up of fairy tales and science fiction . . . a cross between Cinderella, Terminator, and Star Wars."" —Entertainment Weekly ""Prince Charming among the cyborgs."" —The Wall Street JournalHumans and androids crowd the raucous streets of New Beijing. A deadly plague ravages the population. From space, a ruthless lunar people watch, waiting to make their move. No one knows that Earth's fate hinges on one girl. . . . Cinder, a gifted mechanic, is a cyborg. She's a second-class citizen with a mysterious past, reviled by her stepmother and blamed for her stepsister's illness. But when her life becomes intertwined with the handsome Prince Kai's, she suddenly finds herself at the center of an intergalactic struggle, and a forbidden attraction. Caught between duty and freedom, loyalty and betrayal, she must uncover secrets about her past in order to protect her world's future. With high-stakes action and a smart, resourceful heroine, Cinder is a Cinderella retelling that is at once classic and strikingly original. Don't miss these other books from #1 New York Times- and USA Today-Bestselling author Marissa Meyer:The Lunar Chronicles:CinderScarletCress WinterStars AboveFairestThe Lunar Chronicles Coloring BookWires and Nerve: Vol. 1Wires and Nerve: Vol. 2Renegades:Renegades: Book OneHeartlessPraise for the Lunar Chronicles:#1 New York Times-Bestselling SeriesUSA Today BestsellerPublishers Weekly Bestseller""Terrific."" —Los Angeles Times""Marissa Meyer rocks the fractured fairytale genre."" —The Seattle Times""Epic awesome."" —Bustle""A binge-reading treat."" —MTV""Takes the classic to a whole new level."" —NPR“This series opener and debut offers a high coolness factor by rewriting Cinderella as a kickass mechanic in a plague-ridden future.” —Kirkus Reviews on Cinder“First in the Lunar Chronicles series, this futuristic twist on Cinderella retains just enough of the original that readers will enjoy spotting the subtle similarities. But debut author Meyer's brilliance is in sending the story into an entirely new, utterly thrilling dimension.” —Publishers Weekly, starred review for Cinder“There's a lot of moving parts in this fresh spin on ‘Cinderella,' the first in a four-book series.” —Booklist on Cinder“Singing mice and glass slippers are replaced with snarky androids and mechanical feet in this richly imagined and darkly subversive retelling of ‘Cinderella.'” —The Bulletin on Cinder",,,,,,,,,,,390,,,5.51 x 1.18 x 8.27 in,,9.99 $,English,,,,,,9781250007209,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/09/15 19:32:31.645509004,,,,,,,,CI8XAwAAQBAJ,,0,0,0,,,
Clytemnestra,,A Novel,,,Costanza Casati,"Casati, Costanza",,,,,,Sourcebooks Landmark,"Naperville, Illinois",,2023,,,,FIC010000,"""Fans of Circe and Elektra should pick up this powerful Greek myth retelling."" --Cosmopolitan For fans of Madeline Miller, a stunning debut following Clytemnestra, the most notorious villainess of the ancient world and the events that forged her into the legendary queen. As for queens, they are either hated or forgotten. She already knows which option suits her best... You were born to a king, but you marry a tyrant. You stand by helplessly as he sacrifices your child to placate the gods. You watch him wage war on a foreign shore, and you comfort yourself with violent thoughts of your own. Because this was not the first offence against you. This was not the life you ever deserved. And this will not be your undoing. Slowly, you plot. But when your husband returns in triumph, you become a woman with a choice. Acceptance or vengeance, infamy follows both. So, you bide your time and force the gods' hands in the game of retribution. For you understood something long ago that the others never did. If power isn't given to you, you have to take it for yourself. A blazing novel set in the world of Ancient Greece, this is a thrilling tale of power and prophecies, of hatred, love, and of an unforgettable Queen who fiercely dealt out death to those who wronged her. ""Crackles with vivid fury, passion, and strength."" --Jennifer Saint, bestselling author of Elektra and Ariadne",,,,,,,,,,,448,,,6.26 x 1.38 x 9.45 in,,,English,,813/.6,,,,9781728268231,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 16:26:06.749585986,,,,,,,,XK86zwEACAAJ,,0,0,0,,,
Collected Poems,,1930-1993,,,May Sarton,"Sarton, May",,,,,,W.W. Norton,New York,,1993,,,,Poetry,"Lucid, ardent, and contemplative, May Sarton is one of America's best-loved writers. This comprehensive collection - the first in twenty years - celebrates six decades of bold imagination and fifteen books of poetry, the creative output of a lifetime.Arranged chronologically, these poems reveal the full breadth of Sarton's creative vision. Themes include the search for an inward order, her passions, the natural world, self-knowledge, and, in her latest poems, the trials of old age. Moving through Sarton's work, we see her at ease in both traditional forms and free verse, finding inspiration in snow over a dark sea, a cat's footfall on the stairs, an unexpected love affair. Here is the creative process itself, its sources, demands, and joys - a handbook of the modern poetic psyche.",,,,,,,,,,,542,,,6.61 x 1.69 x 9.84 in,,,English,,811/.52,,,,9780393034936,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 16:09:37.967349052,,,,,,,,2wFrQgAACAAJ,,0,0,0,,,
Cosmogony,,Stories,,,Lucy Ives,"Ives, Lucy",,,,,,Catapult,New York,2021/03/09,2021,,,,Fiction,"An energetic, witty collection of stories where the supernatural meets the anomalies of everyday life--deception, infidelity, lost cats, cute memes, amateur pornography, and more.There are analogies between being female and being left-handed, I think, or being an animal.A woman answers a Craigslist ad (to write erotic diaries for money). A woman walks onto a tennis court (from her home at the bottom of the ocean). A woman goes to the supermarket and meets a friend's husband (who happens to be an immortal demon). A woman goes for a run (and accidentally time travels).Cosmogony takes accounts of so-called normal life and mines them for inconsistencies, deceptions, and delights. Incorporating a virtuosic range of styles and genres (Wikipedia entry, phone call, physics equation, encounters with the supernatural), these stories reveal how the narratives we tell ourselves and believe are inevitably constructed, offering a glimpse of the structures that underlie and apparently determine human existence.",,,,,,,,,,,256,,,5.51 x 0.63 x 8.23 in,,,English,,813/.6,,,,9781593765996,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 15:57:40.111596941,,,,,,,,xHxLEAAAQBAJ,,0,0,0,,,
Crazy Rich Asians,,,,,Kevin Kwan,"Kwan, Kevin",,,,,,National Geographic Books,New York,2014/05/20,2014,,,,Fiction,"#1 NEW YORK TIMES BESTSELLER • The international bestselling sensation that was the basis for the acclaimed major motion picture. • ""There's rich, there's filthy rich, and then there's crazy rich ... A Pride and Prejudice-like send-up about an heir bringing his Chinese-American girlfriend home to meet his ancestor-obsessed family.” —PeopleWhen New Yorker Rachel Chu agrees to spend the summer in Singapore with her boyfriend, Nicholas Young, she envisions a humble family home and quality time with the man she hopes to marry. But Nick has failed to give his girlfriend a few key details. One, that his childhood home looks like a palace; two, that he grew up riding in more private planes than cars; and three, that he just happens to be the country’s most eligible bachelor.    On Nick’s arm, Rachel may as well have a target on her back the second she steps off the plane, and soon, her relaxed vacation turns into an obstacle course of old money, new money, nosy relatives, and scheming social climbers.",,,,,,,,,,,544,,,5.20 x 0.91 x 8.27 in,,9.99 $,English,,813/.6,,,,9780345803788,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/05/14 20:14:44.534976959,,,,,,,,8XeMEAAAQBAJ,,0,0,0,,,
